CurrentUTCTimeInMS=1615076834
MAC Address,Millis,Current Speed,Current Latitude,Current Longitude,Current Altitude,Satellites In View,Current Temperature,Current Pressure,Millivolts,Acceleration X,Acceleration Y,Acceleration Z,Annotation
80:65:99:A1:68:C4,0,0.0,0,0,0,0,0,0,0,0,0,0,start_line
80:65:99:A1:68:C4,100,0.1684316239513285,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,200,0.336863247902657,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,300,0.5052948718539855,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,400,0.673726495805314,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,500,0.8421581197566425,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,600,1.010589743707971,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,700,1.1790213676592995,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,800,1.347452991610628,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,900,1.5158846155619563,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,1000,1.6843162395132847,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,1100,1.852747863464613,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,1200,2.0211794874159414,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,1300,2.18961111136727,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,1400,2.358042735318598,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,1500,2.5264743592699266,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,1600,2.694905983221255,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,1700,2.8633376071725833,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,1800,3.0317692311239117,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,1900,3.20020085507524,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,2000,3.3686324790265685,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,2100,3.537064102977897,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,2200,3.7054957269292252,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,2300,3.8739273508805536,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,2400,4.042358974831882,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,2500,4.210790598783211,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,2600,4.37922222273454,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,2700,4.5476538466858685,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,2800,4.716085470637197,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,2900,4.884517094588526,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,3000,5.052948718539855,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,3100,5.221380342491184,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,3200,5.389811966442513,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,3300,5.558243590393841,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,3400,5.72667521434517,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,3500,5.895106838296499,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,3600,6.063538462247828,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,3700,6.231970086199157,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,3800,6.4004017101504855,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,3900,6.568833334101814,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,4000,6.737264958053143,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,4100,6.905696582004472,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,4200,7.074128205955801,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,4300,7.24255982990713,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,4400,7.4109914538584585,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,4500,7.579423077809787,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,4600,7.747854701761116,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,4700,7.916286325712445,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,4800,8.084717949663773,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,4900,8.2531495736151,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,5000,8.421581197566429,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,5100,8.590012821517757,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,5200,8.758444445469085,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,5300,8.926876069420413,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,5400,9.09530769337174,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,5500,9.263739317323068,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,5600,9.432170941274396,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,5700,9.600602565225724,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,5800,9.769034189177052,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,5900,9.93746581312838,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,6000,10.105897437079708,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,6100,10.274329061031036,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,6200,10.442760684982364,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,6300,10.611192308933692,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,6400,10.77962393288502,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,6500,10.948055556836348,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,6600,11.116487180787676,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,6700,11.284918804739004,0,0,0,0,0,0,0,0,0,0,
80:65:99:A1:68:C4,6800,11.453350428690332,0,0,0,0,0,0,0,0,0,0,
