header
74:4D:BD:88:D1:A0,0,0.0,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,100,0.1679297230828467,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,200,0.3358594461656934,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,300,0.5037891692485401,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,400,0.6717188923313868,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,500,0.8396486154142335,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,600,1.0075783384970802,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,700,1.175508061579927,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,800,1.3434377846627736,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,900,1.5113675077456203,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,1000,1.679297230828467,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,1100,1.8472269539113138,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,1200,2.0151566769941605,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,1300,2.1830864000770074,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,1400,2.3510161231598543,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,1500,2.5189458462427012,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,1600,2.686875569325548,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,1700,2.854805292408395,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,1800,3.022735015491242,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,1900,3.190664738574089,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,2000,3.358594461656936,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,2100,3.526524184739783,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,2200,3.6944539078226297,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,2300,3.8623836309054767,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,2400,4.030313353988324,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,2500,4.1982430770711705,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,2600,4.366172800154017,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,2700,4.534102523236864,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,2800,4.702032246319711,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,2900,4.869961969402558,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,3000,5.037891692485405,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,3100,5.205821415568252,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,3200,5.373751138651099,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,3300,5.541680861733946,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,3400,5.709610584816793,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,3500,5.87754030789964,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,3600,6.045470030982487,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,3700,6.213399754065334,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,3800,6.3813294771481806,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,3900,6.5492592002310275,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,4000,6.717188923313874,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,4100,6.885118646396721,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,4200,7.053048369479568,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,4300,7.220978092562415,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,4400,7.388907815645262,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,4500,7.556837538728109,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,4600,7.724767261810956,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,4700,7.892696984893803,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,4800,8.060626707976649,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,4900,8.228556431059495,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,5000,8.396486154142341,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,5100,8.564415877225187,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,5200,8.732345600308033,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,5300,8.90027532339088,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,5400,9.068205046473725,0,0,0,0,0,0,0,0
74:4D:BD:88:D1:A0,5500,9.236134769556571,0,0,0,0,0,0,0,0
