CurrentUTCTimeInMS=1615076834
MAC Address,Millis,Current Speed,Current Latitude,Current Longitude,Current Altitude,Satellites In View,Current Temperature,Current Pressure,Millivolts,Acceleration X,Acceleration Y,Acceleration Z,Annotation
74:4D:BD:88:D1:7C,0,0.0,0,0,0,0,0,0,0,0,0,0,start_line
74:4D:BD:88:D1:7C,100,0.13609847897980654,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,200,0.2721969579596131,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,300,0.4082954369394196,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,400,0.5443939159192261,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,500,0.6804923948990327,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,600,0.8165908738788392,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,700,0.9526893528586458,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,800,1.0887878318384523,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,900,1.2248863108182588,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,1000,1.3609847897980654,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,1100,1.497083268777872,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,1200,1.6331817477576784,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,1300,1.769280226737485,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,1400,1.9053787057172915,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,1500,2.041477184697098,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,1600,2.1775756636769046,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,1700,2.313674142656711,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,1800,2.4497726216365177,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,1900,2.585871100616324,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,2000,2.7219695795961307,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,2100,2.8580680585759373,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,2200,2.994166537555744,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,2300,3.1302650165355503,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,2400,3.266363495515357,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,2500,3.4024619744951634,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,2600,3.53856045347497,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,2700,3.6746589324547765,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,2800,3.810757411434583,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,2900,3.9468558904143896,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,3000,4.082954369394196,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,3100,4.219052848374003,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,3200,4.355151327353809,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,3300,4.491249806333616,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,3400,4.627348285313422,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,3500,4.763446764293229,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:7C,3600,4.899545243273035,0,0,0,0,0,0,0,0,0,0,
