CurrentUTCTimeInMS=1615076834
MAC Address,Millis,Current Speed,Current Latitude,Current Longitude,Current Altitude,Satellites In View,Current Temperature,Current Pressure,Millivolts,Acceleration X,Acceleration Y,Acceleration Z,Annotation
74:4D:BD:88:D1:C0,0,0.0,0,0,0,0,0,0,0,0,0,0,start_line
74:4D:BD:88:D1:C0,100,0.12611953723857858,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,200,0.25223907447715715,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,300,0.3783586117157357,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,400,0.5044781489543143,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,500,0.6305976861928929,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,600,0.7567172234314715,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,700,0.8828367606700501,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,800,1.0089562979086286,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,900,1.1350758351472072,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,1000,1.2611953723857858,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,1100,1.3873149096243644,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,1200,1.513434446862943,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,1300,1.6395539841015216,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,1400,1.7656735213401002,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,1500,1.8917930585786789,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,1600,2.0179125958172572,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,1700,2.144032133055836,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,1800,2.2701516702944144,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,1900,2.396271207532993,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,2000,2.5223907447715717,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,2100,2.6485102820101503,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,2200,2.774629819248729,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,2300,2.9007493564873075,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,2400,3.026868893725886,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,2500,3.1529884309644647,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,2600,3.2791079682030433,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,2700,3.405227505441622,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,2800,3.5313470426802005,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,2900,3.657466579918779,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,3000,3.7835861171573577,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,3100,3.9097056543959363,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,3200,4.0358251916345145,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,3300,4.161944728873093,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,3400,4.288064266111671,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,3500,4.414183803350249,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,3600,4.540303340588827,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,3700,4.666422877827405,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,3800,4.792542415065983,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,3900,4.918661952304562,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,4000,5.04478148954314,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,4100,5.170901026781718,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,4200,5.297020564020296,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,4300,5.423140101258874,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,4400,5.549259638497452,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,4500,5.675379175736031,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,4600,5.801498712974609,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,4700,5.927618250213187,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,4800,6.053737787451765,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,4900,6.179857324690343,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,5000,6.305976861928921,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,5100,6.4320963991674995,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,5200,6.558215936406078,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,5300,6.684335473644656,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,5400,6.810455010883234,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,5500,6.936574548121812,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,5600,7.06269408536039,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,5700,7.1888136225989685,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,5800,7.314933159837547,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,5900,7.441052697076125,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,6000,7.567172234314703,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,6100,7.693291771553281,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,6200,7.819411308791859,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,6300,7.9455308460304375,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,6400,8.071650383269017,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,6500,8.197769920507595,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,6600,8.323889457746173,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,6700,8.450008994984751,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,6800,8.57612853222333,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,6900,8.702248069461907,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,7000,8.828367606700485,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,7100,8.954487143939064,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,7200,9.080606681177642,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,7300,9.20672621841622,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,7400,9.332845755654798,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,7500,9.458965292893376,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,7600,9.585084830131954,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,7700,9.711204367370533,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,7800,9.83732390460911,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,7900,9.963443441847689,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,8000,10.089562979086267,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,8100,10.215682516324845,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,8200,10.341802053563423,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,8300,10.467921590802002,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,8400,10.59404112804058,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,8500,10.720160665279158,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,8600,10.846280202517736,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,8700,10.972399739756314,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,8800,11.098519276994892,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,8900,11.22463881423347,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,9000,11.350758351472049,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,9100,11.476877888710627,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,9200,11.602997425949205,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,9300,11.729116963187783,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,9400,11.855236500426361,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,9500,11.98135603766494,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,9600,12.107475574903518,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,9700,12.233595112142096,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,9800,12.359714649380674,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,9900,12.485834186619252,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,10000,12.61195372385783,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,10100,12.738073261096408,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,10200,12.864192798334987,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,10300,12.990312335573565,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,10400,13.116431872812143,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,10500,13.242551410050721,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,10600,13.3686709472893,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,10700,13.494790484527877,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,10800,13.620910021766456,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,10900,13.747029559005034,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,11000,13.873149096243612,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,11100,13.99926863348219,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,11200,14.125388170720768,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,11300,14.251507707959346,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,11400,14.377627245197925,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,11500,14.503746782436503,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,11600,14.62986631967508,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,11700,14.755985856913659,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,11800,14.882105394152237,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,11900,15.008224931390815,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,12000,15.134344468629394,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,12100,15.260464005867972,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,12200,15.38658354310655,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,12300,15.512703080345128,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,12400,15.638822617583706,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,12500,15.764942154822284,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,12600,15.891061692060862,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,12700,16.017181229299442,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,12800,16.143300766538022,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,12900,16.269420303776602,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:C0,13000,16.395539841015182,0,0,0,0,0,0,0,0,0,0,
