CurrentUTCTimeInMS=1615076834
MAC Address,Millis,Current Speed,Current Latitude,Current Longitude,Current Altitude,Satellites In View,Current Temperature,Current Pressure,Millivolts,Acceleration X,Acceleration Y,Acceleration Z,Annotation
74:4D:BD:88:D1:A8,0,0.0,0,0,0,0,0,0,0,0,0,0,start_line
74:4D:BD:88:D1:A8,100,0.18035552275058286,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,200,0.36071104550116573,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,300,0.5410665682517486,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,400,0.7214220910023315,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,500,0.9017776137529143,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,600,1.0821331365034972,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,700,1.26248865925408,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,800,1.442844182004663,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,900,1.6231997047552458,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,1000,1.8035552275058286,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,1100,1.9839107502564115,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,1200,2.1642662730069944,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,1300,2.3446217957575772,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,1400,2.52497731850816,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,1500,2.705332841258743,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,1600,2.885688364009326,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,1700,3.0660438867599087,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,1800,3.2463994095104916,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,1900,3.4267549322610744,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,2000,3.6071104550116573,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,2100,3.78746597776224,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,2200,3.967821500512823,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,2300,4.148177023263406,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,2400,4.328532546013989,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,2500,4.508888068764572,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,2600,4.6892435915151545,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,2700,4.869599114265737,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,2800,5.04995463701632,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,2900,5.230310159766903,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,3000,5.410665682517486,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,3100,5.591021205268069,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,3200,5.771376728018652,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,3300,5.9517322507692345,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,3400,6.132087773519817,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,3500,6.3124432962704,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,3600,6.492798819020983,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,3700,6.673154341771566,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,3800,6.853509864522149,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,3900,7.033865387272732,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,4000,7.214220910023315,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,4100,7.394576432773897,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,4200,7.57493195552448,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,4300,7.755287478275063,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,4400,7.935643001025646,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,4500,8.115998523776229,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,4600,8.296354046526812,0,0,0,0,0,0,0,0,0,0,
74:4D:BD:88:D1:A8,4700,8.476709569277395,0,0,0,0,0,0,0,0,0,0,
